Edad,Sexo,Mayor nivel educativo,Ingreso anual,AÒos de xperiencia laboral,Estado de vivienda,Monto solicitado,Destino de los fondos,Tasa de interÈs,Porcentaje del ingreso,Plazo en aÒos,Puntaje,PrÈstamos previos impagos,Estado
22,FEMENINO,SECUNDARIO,76659,3,HIPOTECA,14100,EDUCACION,8,0.18,2,619,NO,RECHAZADO
24,MASCULINO,SECUNDARIO,76434,1,HIPOTECA,15000,SALUD,13.47,0.2,4,670,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,72839,0,INQUILINO,8400,SALUD,13.99,0.12,3,640,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,72742,0,INQUILINO,8400,EMPRESA,7.49,0.12,3,614,SI,RECHAZADO
26,MASCULINO,TERCIARIO,76927,2,HIPOTECA,24000,VIVIENDA,11.46,0.31,4,641,SI,RECHAZADO
25,FEMENINO,MAESTRÌA,73040,2,INQUILINO,8400,EMPRESA,7.29,0.12,2,678,NO,RECHAZADO
24,MASCULINO,TERCIARIO,69465,2,HIPOTECA,6500,SALUD,13.04,0.09,4,635,NO,OTORGADO
24,FEMENINO,UNIVERSITARIO,76449,1,HIPOTECA,7000,DEUDAS,11.01,0.09,3,680,NO,RECHAZADO
25,FEMENINO,MAESTRÌA,76532,3,HIPOTECA,25000,EDUCACION,13.87,0.33,2,664,SI,RECHAZADO
24,FEMENINO,MAESTRÌA,73172,4,INQUILINO,8400,PERSONAL,6.17,0.11,3,650,SI,RECHAZADO
26,MASCULINO,UNIVERSITARIO,76432,4,HIPOTECA,3800,VIVIENDA,12.04,0.05,4,523,SI,RECHAZADO
26,MASCULINO,TERCIARIO,76553,4,HIPOTECA,4200,VIVIENDA,5.99,0.05,3,560,SI,RECHAZADO
22,MASCULINO,UNIVERSITARIO,75468,0,INQUILINO,8400,SALUD,13.47,0.11,2,663,NO,RECHAZADO
22,FEMENINO,MAESTRÌA,77217,0,HIPOTECA,10000,DEUDAS,6.03,0.13,3,656,SI,RECHAZADO
23,MASCULINO,UNIVERSITARIO,76620,2,HIPOTECA,12000,SALUD,9.91,0.16,2,652,SI,RECHAZADO
22,FEMENINO,SECUNDARIO,75149,0,INQUILINO,8400,EDUCACION,15.62,0.11,4,620,NO,RECHAZADO
26,MASCULINO,SECUNDARIO,76630,3,PROPIETARIO,5825,VIVIENDA,13.43,0.08,2,660,SI,RECHAZADO
23,MASCULINO,UNIVERSITARIO,76898,0,HIPOTECA,8000,EMPRESA,10.74,0.1,2,628,NO,RECHAZADO
25,MASCULINO,TERCIARIO,76913,0,HIPOTECA,27250,EMPRESA,8.9,0.35,4,640,SI,RECHAZADO
23,MASCULINO,TERCIARIO,76901,1,OTRO,4800,DEUDAS,12.53,0.06,4,667,SI,RECHAZADO
26,MASCULINO,MAESTRÌA,78904,5,INQUILINO,8400,EMPRESA,7.51,0.11,3,678,SI,RECHAZADO
24,MASCULINO,TERCIARIO,80056,3,INQUILINO,8400,VIVIENDA,11.01,0.1,2,667,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,73967,0,INQUILINO,8400,PERSONAL,14.84,0.11,2,627,NO,OTORGADO
24,FEMENINO,SECUNDARIO,82650,1,INQUILINO,8400,EMPRESA,7.88,0.1,3,610,SI,RECHAZADO
26,MASCULINO,UNIVERSITARIO,83883,4,INQUILINO,8400,PERSONAL,17.27,0.1,2,643,SI,RECHAZADO
25,FEMENINO,TERCIARIO,77216,3,HIPOTECA,17600,EDUCACION,12.53,0.23,4,633,SI,RECHAZADO
22,MASCULINO,TERCIARIO,76758,0,HIPOTECA,10500,PERSONAL,9.99,0.14,2,646,NO,RECHAZADO
26,MASCULINO,MAESTRÌA,77099,4,PROPIETARIO,20000,EMPRESA,9.62,0.26,3,658,SI,RECHAZADO
22,MASCULINO,UNIVERSITARIO,89395,0,INQUILINO,8400,SALUD,6.54,0.09,4,558,SI,RECHAZADO
24,MASCULINO,UNIVERSITARIO,90735,1,INQUILINO,8400,EDUCACION,12.69,0.09,4,701,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,95135,1,INQUILINO,8400,DEUDAS,13.48,0.09,3,536,SI,RECHAZADO
26,FEMENINO,SECUNDARIO,109200,4,INQUILINO,8400,PERSONAL,11.01,0.08,2,679,NO,RECHAZADO
24,FEMENINO,MAESTRÌA,121067,4,INQUILINO,8400,SALUD,13.06,0.07,4,583,NO,RECHAZADO
22,MASCULINO,SECUNDARIO,77492,0,HIPOTECA,7200,EDUCACION,11.01,0.09,3,655,NO,RECHAZADO
22,FEMENINO,MAESTRÌA,77488,0,HIPOTECA,7000,EDUCACION,11.01,0.09,2,625,SI,RECHAZADO
23,MASCULINO,MAESTRÌA,157134,3,INQUILINO,8400,SALUD,11.01,0.05,4,612,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,121749,2,INQUILINO,8400,SALUD,14.84,0.07,2,600,NO,OTORGADO
26,FEMENINO,MAESTRÌA,169055,4,INQUILINO,8400,EMPRESA,12.53,0.05,2,703,NO,RECHAZADO
26,MASCULINO,UNIVERSITARIO,22670,2,INQUILINO,8500,DEUDAS,14.27,0.37,3,678,NO,OTORGADO
23,FEMENINO,UNIVERSITARIO,22364,0,INQUILINO,8500,VIVIENDA,11.01,0.38,3,644,NO,OTORGADO
24,FEMENINO,SECUNDARIO,77283,0,HIPOTECA,2500,DEUDAS,7.51,0.03,2,501,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,22772,2,INQUILINO,8500,EMPRESA,10.28,0.37,2,580,NO,OTORGADO
26,FEMENINO,SECUNDARIO,23885,2,INQUILINO,8500,DEUDAS,9.99,0.36,2,637,NO,OTORGADO
23,MASCULINO,MAESTRÌA,77189,2,HIPOTECA,2475,EMPRESA,5.79,0.03,3,647,SI,RECHAZADO
22,MASCULINO,UNIVERSITARIO,77282,0,PROPIETARIO,4000,EMPRESA,6.76,0.05,2,589,NO,RECHAZADO
24,MASCULINO,TERCIARIO,69920,0,HIPOTECA,9925,SALUD,15.58,0.14,2,616,NO,OTORGADO
25,MASCULINO,UNIVERSITARIO,77133,2,HIPOTECA,12500,VIVIENDA,7.51,0.16,3,615,SI,RECHAZADO
22,MASCULINO,MAESTRÌA,77191,0,HIPOTECA,25000,DEUDAS,11.36,0.32,4,570,SI,RECHAZADO
22,FEMENINO,MAESTRÌA,51578,0,INQUILINO,8550,SALUD,11.99,0.17,2,673,SI,RECHAZADO
26,MASCULINO,MAESTRÌA,44244,6,INQUILINO,8550,SALUD,10.25,0.19,2,576,NO,OTORGADO
23,MASCULINO,MAESTRÌA,80422,0,INQUILINO,8550,EDUCACION,7.88,0.11,4,681,NO,RECHAZADO
26,FEMENINO,SECUNDARIO,77646,5,HIPOTECA,17000,SALUD,11.12,0.22,3,593,SI,RECHAZADO
25,FEMENINO,MAESTRÌA,39389,3,INQUILINO,8575,DEUDAS,15.62,0.22,2,698,NO,OTORGADO
22,FEMENINO,UNIVERSITARIO,77438,1,HIPOTECA,4000,DEUDAS,5.42,0.05,4,614,SI,RECHAZADO
24,MASCULINO,SECUNDARIO,77959,5,HIPOTECA,6000,EMPRESA,10.75,0.08,3,691,SI,RECHAZADO
22,FEMENINO,SECUNDARIO,77409,0,HIPOTECA,3250,EDUCACION,7.88,0.04,4,648,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,66783,4,INQUILINO,8575,DEUDAS,14.65,0.13,3,620,SI,RECHAZADO
24,FEMENINO,TERCIARIO,77706,3,HIPOTECA,14400,SALUD,9.63,0.19,4,628,NO,RECHAZADO
23,FEMENINO,TERCIARIO,70673,0,HIPOTECA,16500,PERSONAL,11.01,0.23,4,656,NO,OTORGADO
26,MASCULINO,SECUNDARIO,77774,1,HIPOTECA,5000,VIVIENDA,6.62,0.06,2,552,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,37413,3,INQUILINO,8600,PERSONAL,14.96,0.23,4,643,NO,OTORGADO
22,MASCULINO,UNIVERSITARIO,48821,0,INQUILINO,8600,EMPRESA,7.66,0.18,2,658,NO,RECHAZADO
26,MASCULINO,TERCIARIO,77718,2,HIPOTECA,12000,EDUCACION,11.71,0.15,3,561,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,78041,1,HIPOTECA,12000,EMPRESA,16.77,0.15,2,663,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,114810,7,INQUILINO,8600,VIVIENDA,8.59,0.07,2,616,SI,RECHAZADO
22,FEMENINO,TERCIARIO,77569,1,HIPOTECA,6625,DEUDAS,6.62,0.09,2,649,SI,RECHAZADO
23,FEMENINO,MAESTRÌA,73746,0,INQUILINO,8625,EDUCACION,7.9,0.12,4,613,SI,RECHAZADO
24,MASCULINO,MAESTRÌA,77788,1,PROPIETARIO,3000,EDUCACION,11.01,0.04,4,670,SI,RECHAZADO
22,FEMENINO,UNIVERSITARIO,83908,0,INQUILINO,8650,SALUD,11.49,0.1,3,699,NO,RECHAZADO
25,FEMENINO,SECUNDARIO,51465,4,INQUILINO,8675,EDUCACION,15.99,0.17,2,676,NO,RECHAZADO
23,MASCULINO,UNIVERSITARIO,34772,2,INQUILINO,8700,EDUCACION,6.03,0.25,2,615,NO,OTORGADO
23,FEMENINO,SECUNDARIO,77666,0,HIPOTECA,2100,EDUCACION,6.03,0.03,2,625,SI,RECHAZADO
24,MASCULINO,TERCIARIO,77871,1,HIPOTECA,5200,DEUDAS,7.9,0.07,3,639,NO,RECHAZADO
25,MASCULINO,SECUNDARIO,77942,4,HIPOTECA,9000,VIVIENDA,5.99,0.12,2,507,SI,RECHAZADO
22,FEMENINO,TERCIARIO,77898,1,HIPOTECA,6000,EMPRESA,10.99,0.08,3,641,SI,RECHAZADO
23,MASCULINO,TERCIARIO,77850,0,HIPOTECA,8000,DEUDAS,10.99,0.1,2,635,NO,RECHAZADO
22,MASCULINO,UNIVERSITARIO,77709,0,PROPIETARIO,15000,EDUCACION,17.49,0.19,4,608,SI,RECHAZADO
22,FEMENINO,TERCIARIO,77402,0,HIPOTECA,6000,EDUCACION,11.01,0.08,4,561,SI,RECHAZADO
24,MASCULINO,TERCIARIO,77789,0,HIPOTECA,8000,EMPRESA,11.01,0.1,3,590,SI,RECHAZADO
22,MASCULINO,UNIVERSITARIO,77563,0,HIPOTECA,9600,PERSONAL,8.49,0.12,3,699,SI,RECHAZADO
24,FEMENINO,MAESTRÌA,35851,0,INQUILINO,8725,SALUD,12.18,0.24,2,645,SI,RECHAZADO
24,MASCULINO,UNIVERSITARIO,78341,2,HIPOTECA,4000,EMPRESA,10,0.05,2,567,SI,RECHAZADO
23,FEMENINO,TERCIARIO,77616,0,HIPOTECA,5550,EMPRESA,7.29,0.07,4,598,NO,RECHAZADO
21,FEMENINO,TERCIARIO,77900,0,PROPIETARIO,10000,SALUD,7.66,0.13,3,689,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,180796,3,INQUILINO,8750,VIVIENDA,7.74,0.05,4,654,SI,RECHAZADO
24,MASCULINO,UNIVERSITARIO,77660,5,HIPOTECA,13225,SALUD,10.37,0.17,3,497,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,77909,0,HIPOTECA,5000,SALUD,7.29,0.06,2,623,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,77633,1,HIPOTECA,1200,EMPRESA,10.74,0.02,4,603,SI,RECHAZADO
22,MASCULINO,TERCIARIO,77669,0,HIPOTECA,7000,SALUD,10.38,0.09,4,661,SI,RECHAZADO
26,MASCULINO,TERCIARIO,78025,2,HIPOTECA,15000,VIVIENDA,10.38,0.19,3,657,NO,RECHAZADO
22,MASCULINO,TERCIARIO,56033,1,INQUILINO,8775,EDUCACION,7.29,0.16,2,532,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,77496,0,HIPOTECA,15000,EMPRESA,13.23,0.19,3,590,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,78015,0,HIPOTECA,14000,PERSONAL,13.23,0.18,3,625,SI,RECHAZADO
23,FEMENINO,UNIVERSITARIO,22871,0,INQUILINO,9000,EMPRESA,11.34,0.39,3,642,NO,OTORGADO
23,FEMENINO,UNIVERSITARIO,77874,0,HIPOTECA,5500,DEUDAS,7.14,0.07,3,534,SI,RECHAZADO
21,MASCULINO,TERCIARIO,25013,0,INQUILINO,9000,SALUD,7.51,0.36,4,590,NO,OTORGADO
22,MASCULINO,UNIVERSITARIO,26752,0,INQUILINO,9000,EMPRESA,9.83,0.34,4,592,NO,OTORGADO
22,FEMENINO,SECUNDARIO,29659,3,INQUILINO,9000,PERSONAL,11.01,0.3,2,595,NO,OTORGADO
25,MASCULINO,UNIVERSITARIO,31106,0,INQUILINO,9000,SALUD,11.49,0.29,2,549,NO,OTORGADO
22,MASCULINO,TERCIARIO,77743,0,HIPOTECA,25000,EDUCACION,11.83,0.32,4,629,NO,RECHAZADO
24,FEMENINO,SECUNDARIO,78243,0,HIPOTECA,12000,EDUCACION,8.59,0.15,3,659,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,30741,3,INQUILINO,9000,SALUD,11.48,0.29,2,536,NO,OTORGADO
22,MASCULINO,TERCIARIO,31540,2,INQUILINO,9000,EMPRESA,8.9,0.29,4,600,NO,OTORGADO
24,MASCULINO,TERCIARIO,77576,0,HIPOTECA,10000,DEUDAS,11.01,0.13,4,672,SI,RECHAZADO
22,MASCULINO,MAESTRÌA,32245,1,INQUILINO,9000,SALUD,10.59,0.28,2,602,NO,OTORGADO
22,MASCULINO,UNIVERSITARIO,31907,0,INQUILINO,9000,DEUDAS,12.73,0.28,4,520,NO,OTORGADO
26,MASCULINO,MAESTRÌA,78149,0,HIPOTECA,8000,PERSONAL,14.96,0.1,2,611,SI,RECHAZADO
24,MASCULINO,TERCIARIO,32995,3,INQUILINO,9000,VIVIENDA,11.49,0.27,3,639,NO,OTORGADO
24,MASCULINO,TERCIARIO,77671,1,HIPOTECA,4800,EMPRESA,12.21,0.06,4,600,NO,RECHAZADO
22,MASCULINO,SECUNDARIO,77534,2,HIPOTECA,2000,SALUD,9.32,0.03,4,514,SI,RECHAZADO
21,MASCULINO,SECUNDARIO,33101,0,INQUILINO,9000,SALUD,7.9,0.27,4,577,NO,OTORGADO
26,FEMENINO,SECUNDARIO,70693,6,HIPOTECA,25000,SALUD,13.55,0.35,4,672,NO,OTORGADO
23,MASCULINO,TERCIARIO,70736,2,HIPOTECA,7200,SALUD,11.97,0.1,3,626,NO,OTORGADO
23,MASCULINO,UNIVERSITARIO,33367,4,INQUILINO,9000,PERSONAL,7.51,0.27,4,604,NO,OTORGADO
23,MASCULINO,MAESTRÌA,34208,0,INQUILINO,9000,EMPRESA,13.98,0.26,3,595,NO,OTORGADO
22,MASCULINO,UNIVERSITARIO,35572,0,INQUILINO,9000,SALUD,10.99,0.25,2,709,NO,OTORGADO
22,MASCULINO,TERCIARIO,37156,1,INQUILINO,9000,VIVIENDA,13.49,0.24,4,691,NO,OTORGADO
25,FEMENINO,SECUNDARIO,36659,1,INQUILINO,9000,DEUDAS,17.58,0.25,4,672,NO,OTORGADO
22,FEMENINO,SECUNDARIO,36876,0,INQUILINO,9000,EDUCACION,11.01,0.24,3,641,NO,RECHAZADO
21,MASCULINO,SECUNDARIO,36933,0,INQUILINO,9000,SALUD,12.99,0.24,2,625,NO,RECHAZADO
26,MASCULINO,MAESTRÌA,36753,3,INQUILINO,9000,EDUCACION,5.99,0.24,2,678,NO,OTORGADO
26,FEMENINO,MAESTRÌA,78435,4,HIPOTECA,9600,PERSONAL,14.27,0.12,2,679,NO,RECHAZADO
22,MASCULINO,TERCIARIO,77960,4,HIPOTECA,9200,PERSONAL,13.43,0.12,3,622,SI,RECHAZADO
26,MASCULINO,TERCIARIO,78063,4,HIPOTECA,4500,SALUD,8.94,0.06,2,520,SI,RECHAZADO
22,MASCULINO,UNIVERSITARIO,78055,0,HIPOTECA,5000,EMPRESA,14.91,0.06,4,687,NO,RECHAZADO
23,MASCULINO,TERCIARIO,37326,0,INQUILINO,9000,SALUD,14.61,0.24,4,533,NO,OTORGADO
24,FEMENINO,SECUNDARIO,38298,5,INQUILINO,9000,PERSONAL,10.38,0.23,4,631,SI,RECHAZADO
23,FEMENINO,MAESTRÌA,78491,0,HIPOTECA,10000,SALUD,11.01,0.13,4,710,SI,RECHAZADO
23,FEMENINO,MAESTRÌA,78423,0,HIPOTECA,7000,SALUD,10.99,0.09,2,635,SI,RECHAZADO
23,MASCULINO,TERCIARIO,78861,1,HIPOTECA,5000,EDUCACION,11.01,0.06,2,572,NO,RECHAZADO
24,FEMENINO,MAESTRÌA,78322,3,HIPOTECA,1200,EDUCACION,14.72,0.02,2,694,NO,RECHAZADO
25,FEMENINO,UNIVERSITARIO,78690,0,PROPIETARIO,12000,PERSONAL,13.48,0.15,4,692,NO,RECHAZADO
23,MASCULINO,UNIVERSITARIO,78232,1,HIPOTECA,10000,EDUCACION,12.18,0.13,4,591,SI,RECHAZADO
21,MASCULINO,UNIVERSITARIO,78529,2,HIPOTECA,15000,EDUCACION,11.83,0.19,2,687,NO,RECHAZADO
21,FEMENINO,UNIVERSITARIO,40638,1,INQUILINO,9000,EDUCACION,12.69,0.22,3,538,NO,RECHAZADO
22,MASCULINO,TERCIARIO,40340,0,INQUILINO,9000,EDUCACION,11.99,0.22,4,633,SI,RECHAZADO
25,FEMENINO,TERCIARIO,40006,6,INQUILINO,9000,PERSONAL,5.79,0.22,3,604,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,40391,2,INQUILINO,9000,SALUD,7.14,0.22,2,652,SI,RECHAZADO
21,MASCULINO,UNIVERSITARIO,41392,0,INQUILINO,9000,PERSONAL,11.86,0.22,4,652,NO,OTORGADO
22,MASCULINO,TERCIARIO,41458,2,INQUILINO,9000,PERSONAL,11.01,0.22,4,609,NO,OTORGADO
24,MASCULINO,MAESTRÌA,42096,2,INQUILINO,9000,DEUDAS,11.83,0.21,4,701,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,78468,0,HIPOTECA,14500,EDUCACION,10.99,0.18,4,592,NO,RECHAZADO
24,MASCULINO,SECUNDARIO,41953,3,INQUILINO,9000,DEUDAS,13.16,0.21,3,633,SI,RECHAZADO
26,FEMENINO,TERCIARIO,42236,1,INQUILINO,9000,EDUCACION,6.62,0.21,2,680,NO,OTORGADO
23,MASCULINO,UNIVERSITARIO,35477,0,INQUILINO,9000,EDUCACION,11.71,0.25,2,720,NO,OTORGADO
26,FEMENINO,MAESTRÌA,78644,4,HIPOTECA,17500,VIVIENDA,11.01,0.22,2,640,SI,RECHAZADO
25,MASCULINO,TERCIARIO,78820,2,HIPOTECA,4500,EDUCACION,10.65,0.06,2,606,SI,RECHAZADO
21,MASCULINO,UNIVERSITARIO,42862,1,INQUILINO,9000,SALUD,8.94,0.21,3,637,NO,RECHAZADO
26,MASCULINO,SECUNDARIO,78533,3,HIPOTECA,2000,SALUD,11.99,0.03,4,674,SI,RECHAZADO
22,MASCULINO,MAESTRÌA,35663,0,INQUILINO,9000,SALUD,11.01,0.25,2,579,NO,OTORGADO
23,FEMENINO,UNIVERSITARIO,78649,0,HIPOTECA,4000,PERSONAL,13.99,0.05,2,591,SI,RECHAZADO
23,FEMENINO,TERCIARIO,43966,3,INQUILINO,9000,EDUCACION,9.99,0.2,2,575,SI,RECHAZADO
24,MASCULINO,SECUNDARIO,78451,1,HIPOTECA,11000,EMPRESA,5.79,0.14,3,652,SI,RECHAZADO
23,FEMENINO,SECUNDARIO,44298,1,INQUILINO,9000,DEUDAS,11.11,0.2,3,645,SI,RECHAZADO
23,FEMENINO,SECUNDARIO,78500,0,HIPOTECA,2400,DEUDAS,13.23,0.03,2,652,SI,RECHAZADO
26,MASCULINO,UNIVERSITARIO,79017,4,PROPIETARIO,3000,SALUD,11.01,0.04,4,618,SI,RECHAZADO
22,MASCULINO,TERCIARIO,71724,0,HIPOTECA,23500,PERSONAL,15.33,0.33,2,701,NO,OTORGADO
22,FEMENINO,SECUNDARIO,44100,0,INQUILINO,9000,EDUCACION,11.01,0.2,2,478,SI,RECHAZADO
24,FEMENINO,MAESTRÌA,36842,4,INQUILINO,9000,EDUCACION,15.58,0.24,3,530,NO,OTORGADO
26,MASCULINO,MAESTRÌA,78805,1,HIPOTECA,7500,DEUDAS,13.47,0.1,3,628,SI,RECHAZADO
26,FEMENINO,UNIVERSITARIO,78936,4,HIPOTECA,4000,DEUDAS,9.63,0.05,4,657,SI,RECHAZADO
26,FEMENINO,TERCIARIO,79386,4,HIPOTECA,15000,EMPRESA,10.99,0.19,2,656,NO,RECHAZADO
26,MASCULINO,UNIVERSITARIO,79065,5,PROPIETARIO,10000,EMPRESA,13.98,0.13,3,584,SI,RECHAZADO
22,MASCULINO,UNIVERSITARIO,78829,1,HIPOTECA,2500,EMPRESA,14.61,0.03,2,699,NO,RECHAZADO
26,MASCULINO,MAESTRÌA,79112,6,HIPOTECA,3000,PERSONAL,18.25,0.04,4,670,NO,RECHAZADO
26,MASCULINO,SECUNDARIO,37021,0,INQUILINO,9000,DEUDAS,15.65,0.24,4,608,NO,OTORGADO
23,MASCULINO,SECUNDARIO,44505,3,INQUILINO,9000,EMPRESA,10.78,0.2,4,605,SI,RECHAZADO
23,MASCULINO,TERCIARIO,79056,0,HIPOTECA,10500,EDUCACION,6.03,0.13,4,679,NO,RECHAZADO
21,MASCULINO,MAESTRÌA,44333,0,INQUILINO,9000,EMPRESA,10.39,0.2,2,635,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,71604,4,HIPOTECA,3000,PERSONAL,16.29,0.04,3,673,NO,OTORGADO
24,MASCULINO,SECUNDARIO,45499,6,INQUILINO,9000,EMPRESA,7.14,0.2,2,551,SI,RECHAZADO
26,FEMENINO,MAESTRÌA,79279,4,HIPOTECA,10000,VIVIENDA,6.62,0.13,3,700,SI,RECHAZADO
22,FEMENINO,SECUNDARIO,46043,0,INQUILINO,9000,SALUD,9.63,0.2,4,676,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,79182,3,HIPOTECA,12000,EMPRESA,12.69,0.15,4,591,SI,RECHAZADO
23,MASCULINO,UNIVERSITARIO,78953,2,HIPOTECA,8200,EDUCACION,6.62,0.1,4,694,SI,RECHAZADO
25,MASCULINO,MAESTRÌA,78691,0,HIPOTECA,12000,EMPRESA,7.9,0.15,4,606,NO,RECHAZADO
23,MASCULINO,SECUNDARIO,79049,0,PROPIETARIO,6000,PERSONAL,10.65,0.08,2,612,SI,RECHAZADO
23,FEMENINO,SECUNDARIO,78658,0,HIPOTECA,10200,SALUD,7.9,0.13,3,608,SI,RECHAZADO
24,MASCULINO,SECUNDARIO,46940,0,INQUILINO,9000,DEUDAS,7.9,0.19,2,614,SI,RECHAZADO
22,MASCULINO,UNIVERSITARIO,47094,0,INQUILINO,9000,SALUD,10.83,0.19,2,634,NO,RECHAZADO
23,FEMENINO,SECUNDARIO,40901,1,INQUILINO,9000,EDUCACION,11.01,0.22,4,656,NO,OTORGADO
23,FEMENINO,SECUNDARIO,48853,0,INQUILINO,9000,PERSONAL,11.99,0.18,3,573,NO,RECHAZADO
24,MASCULINO,TERCIARIO,41939,0,INQUILINO,9000,EDUCACION,16,0.21,2,591,NO,OTORGADO
26,FEMENINO,UNIVERSITARIO,79031,7,HIPOTECA,17000,VIVIENDA,9.91,0.22,2,600,SI,RECHAZADO
24,MASCULINO,UNIVERSITARIO,49020,0,INQUILINO,9000,EMPRESA,11.99,0.18,4,707,SI,RECHAZADO
22,FEMENINO,TERCIARIO,49292,0,INQUILINO,9000,EDUCACION,10.59,0.18,4,598,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,79062,1,HIPOTECA,12000,PERSONAL,9.91,0.15,3,569,SI,RECHAZADO
23,FEMENINO,TERCIARIO,49059,4,INQUILINO,9000,EMPRESA,7.49,0.18,3,569,SI,RECHAZADO
23,FEMENINO,UNIVERSITARIO,48658,0,INQUILINO,9000,EDUCACION,12.61,0.18,2,591,SI,RECHAZADO
23,FEMENINO,UNIVERSITARIO,41640,0,INQUILINO,9000,SALUD,17.06,0.22,4,720,NO,OTORGADO
24,FEMENINO,SECUNDARIO,78617,4,HIPOTECA,6300,PERSONAL,11.71,0.08,2,652,NO,RECHAZADO
22,FEMENINO,SECUNDARIO,79142,0,HIPOTECA,7200,PERSONAL,8.9,0.09,2,671,NO,RECHAZADO
25,FEMENINO,MAESTRÌA,48842,4,INQUILINO,9000,PERSONAL,12.53,0.18,2,635,NO,RECHAZADO
26,FEMENINO,MAESTRÌA,79010,4,HIPOTECA,12000,EMPRESA,7.9,0.15,2,673,NO,RECHAZADO
23,MASCULINO,SECUNDARIO,78531,0,HIPOTECA,12000,PERSONAL,7.9,0.15,3,618,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,78972,1,HIPOTECA,6000,EDUCACION,6.03,0.08,3,672,SI,RECHAZADO
23,FEMENINO,MAESTRÌA,43461,0,INQUILINO,9000,VIVIENDA,15.99,0.21,2,615,NO,OTORGADO
24,MASCULINO,MAESTRÌA,79214,1,HIPOTECA,6600,DEUDAS,10.65,0.08,2,634,SI,RECHAZADO
24,MASCULINO,UNIVERSITARIO,78831,3,HIPOTECA,7200,EMPRESA,17.58,0.09,4,574,NO,RECHAZADO
25,FEMENINO,TERCIARIO,71942,5,HIPOTECA,5000,DEUDAS,6.03,0.07,2,630,NO,OTORGADO
26,MASCULINO,TERCIARIO,79089,3,HIPOTECA,5000,EDUCACION,7.51,0.06,2,525,NO,RECHAZADO
21,MASCULINO,UNIVERSITARIO,79097,0,HIPOTECA,10000,EMPRESA,6.03,0.13,3,608,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,51607,1,INQUILINO,9000,EMPRESA,8.49,0.17,4,661,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,79005,0,HIPOTECA,8000,PERSONAL,12.69,0.1,2,641,SI,RECHAZADO
21,FEMENINO,SECUNDARIO,78958,0,HIPOTECA,2200,DEUDAS,12.42,0.03,3,646,SI,RECHAZADO
23,FEMENINO,MAESTRÌA,51512,1,INQUILINO,9000,DEUDAS,7.51,0.17,4,712,SI,RECHAZADO
23,FEMENINO,SECUNDARIO,79266,1,HIPOTECA,7425,DEUDAS,6.03,0.09,4,649,SI,RECHAZADO
21,FEMENINO,SECUNDARIO,44501,0,INQUILINO,9000,EDUCACION,8.94,0.2,2,576,NO,OTORGADO
26,FEMENINO,UNIVERSITARIO,52489,5,INQUILINO,9000,PERSONAL,14.96,0.17,2,558,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,52439,2,INQUILINO,9000,SALUD,6.76,0.17,4,645,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,79198,1,HIPOTECA,4200,PERSONAL,15.27,0.05,2,620,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,78877,2,HIPOTECA,8000,EMPRESA,17.27,0.1,3,584,NO,RECHAZADO
26,MASCULINO,UNIVERSITARIO,52585,6,INQUILINO,9000,PERSONAL,13.85,0.17,4,727,SI,RECHAZADO
22,FEMENINO,SECUNDARIO,52446,1,INQUILINO,9000,EDUCACION,14.54,0.17,4,630,SI,RECHAZADO
23,FEMENINO,UNIVERSITARIO,78931,3,HIPOTECA,7000,SALUD,7.9,0.09,4,659,NO,RECHAZADO
23,MASCULINO,TERCIARIO,52715,0,INQUILINO,9000,EDUCACION,6.17,0.17,3,657,NO,RECHAZADO
24,MASCULINO,MAESTRÌA,78991,0,HIPOTECA,3300,PERSONAL,7.51,0.04,4,594,NO,RECHAZADO
26,FEMENINO,UNIVERSITARIO,53994,3,INQUILINO,9000,DEUDAS,10.99,0.17,2,688,NO,RECHAZADO
25,MASCULINO,UNIVERSITARIO,53651,1,INQUILINO,9000,SALUD,7.29,0.17,3,628,SI,RECHAZADO
